base_size,layer_index,petal_index,opening_degree,base_width,length,curvature,twist_angle,thickness
3.4385,3,5,0.8103,0.97192,3.298763,0.221683,158.1823,0.078555
3.4385,3,6,0.8103,0.988741,3.574823,0.220593,190.2303,0.073137
3.4385,3,7,0.8103,0.914123,3.379374,0.211817,213.6016,0.077169
3.4385,3,8,0.8103,0.970171,3.35542,0.223246,253.8332,0.082668
3.4385,3,9,0.8103,1.055007,3.043042,0.230308,296.09,0.075055
3.4385,3,10,0.8103,0.987428,3.293457,0.223689,324.1171,0.07412
3.4385,3,11,0.8103,1.096594,3.316163,0.244521,332.7879,0.074277
3.4385,3,12,0.8103,1.00921,3.377084,0.256417,380.5478,0.075527
1.1829,1,0,0.271,0.27876,0.495031,0.772733,0.0,0.035381
1.1829,1,1,0.271,0.29133,0.502567,0.80731,27.8215,0.030695
1.1829,1,2,0.271,0.261367,0.506951,0.83974,54.3431,0.032638
1.1829,1,3,0.271,0.290379,0.506673,0.812135,79.9526,0.031045
1.1829,1,4,0.271,0.300748,0.533895,0.76339,108.851,0.032606
1.1829,2,0,0.271,0.338838,0.669203,0.565143,0.0,0.031734
1.1829,2,1,0.271,0.344255,0.728704,0.564817,35.205,0.030572
1.1829,2,2,0.271,0.291393,0.709586,0.532641,66.1927,0.026999
1.1829,2,3,0.271,0.307809,0.653274,0.539999,103.7172,0.029084
1.1829,2,4,0.271,0.294111,0.70428,0.525002,133.7232,0.028716
1.1829,2,5,0.271,0.332119,0.694602,0.568652,166.3246,0.029071
1.1829,2,6,0.271,0.33885,0.696888,0.513253,211.483,0.030368
1.1829,2,7,0.271,0.30404,0.700709,0.51573,240.134,0.030294
1.1829,3,0,0.271,0.378499,1.069272,0.272811,0.0,0.026504
1.1829,3,1,0.271,0.349146,0.935543,0.292325,32.5373,0.027688
1.1829,3,2,0.271,0.347366,1.09456,0.274088,64.4083,0.026495
1.1829,3,3,0.271,0.320471,1.057745,0.270211,89.1629,0.025654
1.1829,3,4,0.271,0.339243,0.915114,0.278122,125.739,0.026908
1.1829,3,5,0.271,0.339437,1.081226,0.271806,162.4371,0.025898
1.1829,3,6,0.271,0.347695,1.016701,0.278027,190.5155,0.02708
1.1829,3,7,0.271,0.352388,1.099379,0.291729,217.4649,0.028615
1.1829,3,8,0.271,0.336648,1.002225,0.260335,265.2561,0.025191
1.1829,3,9,0.271,0.358686,1.087572,0.28033,292.8942,0.02406
1.1829,3,10,0.271,0.378658,0.970988,0.282016,314.2738,0.028331
1.1829,3,11,0.271,0.333147,1.079424,0.290626,364.6851,0.024057
1.1829,3,12,0.271,0.371333,1.08703,0.284972,380.2895,0.027118
4.6947,1,0,0.9675,1.178257,2.257603,0.654671,0.0,0.123408
4.6947,1,1,0.9675,1.041664,2.731661,0.609621,26.9741,0.128386
4.6947,1,2,0.9675,1.142634,2.530413,0.640059,52.8181,0.127877
4.6947,1,3,0.9675,0.989248,2.35329,0.625872,81.8238,0.127916
4.6947,1,4,0.9675,1.11552,2.152209,0.690895,112.3703,0.121291
4.6947,2,0,0.9675,1.254239,3.585958,0.454375,0.0,0.11834
4.6947,2,1,0.9675,1.36665,3.511898,0.426405,34.49,0.117913
4.6947,2,2,0.9675,1.19931,3.55658,0.459332,67.9853,0.107394
4.6947,2,3,0.9675,1.29803,3.621045,0.396567,100.3613,0.117929
4.6947,2,4,0.9675,1.392022,3.403706,0.400144,137.9167,0.108377
4.6947,2,5,0.9675,1.324868,3.262483,0.425927,178.4987,0.104511
4.6947,2,6,0.9675,1.28835,3.710432,0.387176,211.9954,0.114177
4.6947,2,7,0.9675,1.355489,3.3679,0.416323,247.4129,0.117633
4.6947,3,0,0.9675,1.419046,4.626688,0.210868,0.0,0.107272
4.6947,3,1,0.9675,1.358578,4.839962,0.205613,31.8314,0.112872
4.6947,3,2,0.9675,1.383716,4.738957,0.214704,64.0668,0.108284
4.6947,3,3,0.9675,1.348651,5.122346,0.200637,94.7445,0.103489
4.6947,3,4,0.9675,1.361714,5.167359,0.199843,127.6135,0.104549
4.6947,3,5,0.9675,1.269385,5.251781,0.210008,161.2843,0.107424
4.6947,3,6,0.9675,1.395408,4.982544,0.198077,184.4179,0.106907
4.6947,3,7,0.9675,1.356427,4.830711,0.221511,227.3504,0.09209
4.6947,3,8,0.9675,1.488282,4.705136,0.194941,246.122,0.101535
4.6947,3,9,0.9675,1.426836,5.145636,0.2088,285.3866,0.106207
4.6947,3,10,0.9675,1.360371,4.707145,0.208108,321.657,0.10354
4.6947,3,11,0.9675,1.434445,4.791067,0.22251,344.3118,0.105546
4.6947,3,12,0.9675,1.538025,4.829527,0.195184,364.5064,0.100406
4.3103,1,0,0.9044,0.993787,2.109244,0.646616,0.0,0.112908
4.3103,1,1,0.9044,1.033972,2.153825,0.678507,27.9229,0.10874
4.3103,1,2,0.9044,1.04324,2.197562,0.6721,53.4436,0.11142
4.3103,1,3,0.9044,1.019392,2.21714,0.686443,83.3175,0.120844
4.3103,1,4,0.9044,1.012267,1.962568,0.669085,107.24,0.118392
4.3103,2,0,0.9044,1.085478,3.106758,0.401147,0.0,0.102029
4.3103,2,1,0.9044,1.129308,3.042997,0.462362,33.7601,0.098814
4.3103,2,2,0.9044,1.150582,3.083813,0.430811,66.4774,0.101355
4.3103,2,3,0.9044,1.22388,3.200241,0.397007,104.0334,0.10739
4.3103,2,4,0.9044,1.271899,3.072536,0.443751,133.648,0.116063
4.3103,2,5,0.9044,1.062732,3.253125,0.419921,175.5603,0.115674
4.3103,2,6,0.9044,1.120178,3.215063,0.435045,223.94,0.097726
4.3103,2,7,0.9044,1.149215,3.035786,0.47153,238.3673,0.101007
4.3103,3,0,0.9044,1.238602,4.344085,0.212717,0.0,0.098078
4.3103,3,1,0.9044,1.161093,4.495018,0.210209,31.1422,0.096295
4.3103,3,2,0.9044,1.25096,4.44671,0.220354,61.8668,0.103626
4.3103,3,3,0.9044,1.173196,4.274209,0.217221,94.0995,0.094009
4.3103,3,4,0.9044,1.212256,4.050921,0.228888,126.8892,0.102289
4.3103,3,5,0.9044,1.291652,4.09829,0.20373,154.4489,0.096085
4.3103,3,6,0.9044,1.242776,4.23318,0.216352,195.3553,0.09302
4.3103,3,7,0.9044,1.37755,4.604379,0.220435,222.3492,0.090172
4.3103,3,8,0.9044,1.175599,3.98689,0.228283,247.9177,0.092263
4.3103,3,9,0.9044,1.156093,4.514002,0.23853,284.6147,0.088448
4.3103,3,10,0.9044,1.224486,4.142641,0.210941,320.4441,0.095927
4.3103,3,11,0.9044,1.24544,4.675041,0.240613,343.1726,0.090829
4.3103,3,12,0.9044,1.373193,4.570568,0.215662,370.199,0.088455
2.2254,1,0,0.7274,0.484821,1.1418,0.679546,0.0,0.058035
2.2254,1,1,0.7274,0.502435,1.049361,0.742303,27.7598,0.061758
2.2254,1,2,0.7274,0.537513,1.048417,0.65934,56.9307,0.062576
2.2254,1,3,0.7274,0.510991,1.015038,0.70403,84.3901,0.06352
2.2254,1,4,0.7274,0.53329,1.07898,0.691112,108.347,0.057912
2.2254,2,0,0.7274,0.623028,1.516579,0.508238,0.0,0.055495
2.2254,2,1,0.7274,0.653666,1.408861,0.49216,33.5225,0.051648
2.2254,2,2,0.7274,0.565129,1.470745,0.459021,64.806,0.058601
2.2254,2,3,0.7274,0.639721,1.538788,0.444421,109.5429,0.054861
2.2254,2,4,0.7274,0.605522,1.504247,0.456638,140.1379,0.056699
2.2254,2,5,0.7274,0.609431,1.415627,0.454886,166.7966,0.04983
2.2254,2,6,0.7274,0.63211,1.529636,0.504568,207.0254,0.05505
2.2254,2,7,0.7274,0.574185,1.503949,0.465829,243.1284,0.055534
2.2254,3,0,0.7274,0.674909,2.201417,0.222709,0.0,0.048699
2.2254,3,1,0.7274,0.636143,2.142899,0.245398,31.068,0.04659
2.2254,3,2,0.7274,0.675202,2.211312,0.221885,61.7602,0.048189
2.2254,3,3,0.7274,0.668393,2.108765,0.218964,91.8175,0.053909
2.2254,3,4,0.7274,0.662558,2.462162,0.234622,126.9871,0.047049
2.2254,3,5,0.7274,0.677668,2.153632,0.250512,163.7983,0.051501
2.2254,3,6,0.7274,0.679483,2.197656,0.236965,182.9353,0.052065
2.2254,3,7,0.7274,0.679123,2.256827,0.232699,226.947,0.048392
2.2254,3,8,0.7274,0.687653,2.062122,0.231869,259.5379,0.049115
2.2254,3,9,0.7274,0.664205,2.325993,0.219454,287.7365,0.050085
2.2254,3,10,0.7274,0.677003,2.254491,0.228658,313.894,0.052286
2.2254,3,11,0.7274,0.65245,2.140217,0.217299,339.1986,0.051158
2.2254,3,12,0.7274,0.614899,2.145101,0.238591,375.6275,0.054441
1.7635,1,0,0.3299,0.414026,0.78739,0.841625,0.0,0.05036
1.7635,1,1,0.3299,0.466471,0.818331,0.832041,27.6809,0.050398
1.7635,1,2,0.3299,0.426118,0.763023,0.817532,55.4118,0.046636
1.7635,1,3,0.3299,0.462893,0.73312,0.759582,82.234,0.045003
1.7635,1,4,0.3299,0.440364,0.781311,0.813917,108.456,0.05008
1.7635,2,0,0.3299,0.448063,1.035405,0.557035,0.0,0.044745
1.7635,2,1,0.3299,0.452788,1.101303,0.551047,33.1202,0.045408
1.7635,2,2,0.3299,0.439751,1.150294,0.541617,70.9349,0.04365
1.7635,2,3,0.3299,0.487281,1.106696,0.531396,99.9739,0.040807
1.7635,2,4,0.3299,0.47571,1.064106,0.566832,139.1739,0.044301
1.7635,2,5,0.3299,0.459115,1.100057,0.556297,174.3977,0.042391
1.7635,2,6,0.3299,0.48742,1.13544,0.484092,203.2879,0.042271
1.7635,2,7,0.3299,0.479593,1.057312,0.526521,255.0356,0.04312
1.7635,3,0,0.3299,0.579462,1.488619,0.271338,0.0,0.041564
1.7635,3,1,0.3299,0.531117,1.530144,0.257962,31.5389,0.03616
1.7635,3,2,0.3299,0.518353,1.585321,0.248955,63.4224,0.040956
1.7635,3,3,0.3299,0.512799,1.58579,0.266854,97.8195,0.042281
1.7635,3,4,0.3299,0.501592,1.524959,0.269063,126.3506,0.039035
1.7635,3,5,0.3299,0.525721,1.524588,0.280822,162.0632,0.038601
1.7635,3,6,0.3299,0.533347,1.646212,0.28931,189.7316,0.036101
1.7635,3,7,0.3299,0.549627,1.453772,0.26006,226.4653,0.041296
1.7635,3,8,0.3299,0.553469,1.565892,0.274557,248.2379,0.039899
1.7635,3,9,0.3299,0.55139,1.517548,0.271052,282.393,0.040291
1.7635,3,10,0.3299,0.578601,1.56404,0.264205,304.2863,0.041354
1.7635,3,11,0.3299,0.535034,1.490967,0.266018,342.4548,0.037727
1.7635,3,12,0.3299,0.543765,1.534288,0.28059,383.7504,0.036832
3.5978,1,0,0.3877,0.853347,1.601852,0.901257,0.0,0.099286
3.5978,1,1,0.3877,0.902381,1.596945,0.79165,26.9348,0.108153
3.5978,1,2,0.3877,0.85749,1.592539,0.781128,54.6231,0.105915
3.5978,1,3,0.3877,0.922724,1.582646,0.793536,83.5818,0.102915
3.5978,1,4,0.3877,0.909449,1.637816,0.814436,112.8637,0.09851
3.5978,2,0,0.3877,1.007483,2.293327,0.548063,0.0,0.092003
3.5978,2,1,0.3877,0.949299,2.298607,0.55952,35.7425,0.094367
3.5978,2,2,0.3877,1.069922,2.225544,0.547114,67.0907,0.093039
3.5978,2,3,0.3877,1.012597,2.149242,0.542024,105.1092,0.088962
3.5978,2,4,0.3877,0.917342,2.326109,0.528605,138.4823,0.091091
3.5978,2,5,0.3877,0.966724,2.094093,0.534476,180.5087,0.085689
3.5978,2,6,0.3877,0.964639,2.364396,0.536613,200.502,0.080116
3.5978,2,7,0.3877,0.998272,2.367872,0.547995,238.5658,0.09358
3.5978,3,0,0.3877,1.042403,3.398662,0.265934,0.0,0.077736
3.5978,3,1,0.3877,1.072196,3.296473,0.277436,31.4235,0.081778
3.5978,3,2,0.3877,1.125531,3.062158,0.275691,63.2897,0.086297
3.5978,3,3,0.3877,1.009491,3.014338,0.263513,96.8903,0.082299
3.5978,3,4,0.3877,1.05323,3.056736,0.263506,128.4238,0.08452
3.5978,3,5,0.3877,1.177254,3.49729,0.26981,165.0004,0.076291
3.5978,3,6,0.3877,1.096498,3.267702,0.274845,188.6104,0.077983
3.5978,3,7,0.3877,1.101114,3.128114,0.253224,224.3777,0.08334
3.5978,3,8,0.3877,1.10229,3.260249,0.250245,253.8254,0.074363
3.5978,3,9,0.3877,1.04618,3.235338,0.25637,281.0625,0.076728
3.5978,3,10,0.3877,1.084032,3.159613,0.264877,318.6312,0.083375
3.5978,3,11,0.3877,1.135066,3.038195,0.270822,360.3213,0.084762
3.5978,3,12,0.3877,1.056208,3.277147,0.252264,396.5675,0.079713
1.8983,1,0,0.2482,0.45736,0.787747,0.827036,0.0,0.055646
1.8983,1,1,0.2482,0.426265,0.807455,0.875632,26.4852,0.054369
1.8983,1,2,0.2482,0.463027,0.769144,0.840235,55.1955,0.049391
1.8983,1,3,0.2482,0.467508,0.905526,0.819439,80.8538,0.049963
1.8983,1,4,0.2482,0.430599,0.808755,0.809221,112.5717,0.054389
1.8983,2,0,0.2482,0.500535,1.198366,0.544837,0.0,0.053202
1.8983,2,1,0.2482,0.491276,1.229953,0.544948,33.8678,0.047894
1.8983,2,2,0.2482,0.51554,1.072398,0.574439,68.7435,0.047997
1.8983,2,3,0.2482,0.538644,1.119045,0.557247,99.2154,0.047986
1.8983,2,4,0.2482,0.507978,1.09697,0.592811,142.2237,0.048978
1.8983,2,5,0.2482,0.484834,1.115565,0.519927,168.884,0.046939
1.8983,2,6,0.2482,0.517868,1.271436,0.541671,210.5427,0.048819
1.8983,2,7,0.2482,0.562372,1.153735,0.633639,237.0358,0.049006
1.8983,3,0,0.2482,0.530141,1.687655,0.297283,0.0,0.041734
1.8983,3,1,0.2482,0.550069,1.649305,0.285526,29.5902,0.040307
1.8983,3,2,0.2482,0.550427,1.588453,0.29351,61.9641,0.042381
1.8983,3,3,0.2482,0.568124,1.608653,0.288052,94.8179,0.043186
1.8983,3,4,0.2482,0.560382,1.671418,0.310529,128.36,0.043134
1.8983,3,5,0.2482,0.546096,1.631578,0.266697,168.5694,0.041747
1.8983,3,6,0.2482,0.587442,1.582303,0.268968,195.6922,0.042473
1.8983,3,7,0.2482,0.602212,1.647471,0.281798,219.9104,0.046421
1.8983,3,8,0.2482,0.533978,1.699213,0.287671,250.4055,0.046164
1.8983,3,9,0.2482,0.576525,1.704224,0.298356,287.4665,0.042007
1.8983,3,10,0.2482,0.567409,1.734984,0.299482,319.6797,0.041622
1.8983,3,11,0.2482,0.615753,1.589681,0.266627,367.3176,0.046094
1.8983,3,12,0.2482,0.582593,1.624662,0.274981,398.6829,0.039948
2.4724,1,0,0.8903,0.654102,1.20085,0.635067,0.0,0.068785
2.4724,1,1,0.8903,0.582524,1.362267,0.630176,27.8077,0.068152
2.4724,1,2,0.8903,0.595009,1.185286,0.623867,55.0095,0.062459
2.4724,1,3,0.8903,0.608928,1.215358,0.638487,84.2524,0.066982
2.4724,1,4,0.8903,0.607397,1.325961,0.632352,114.3555,0.067387
2.4724,2,0,0.8903,0.654312,1.935649,0.452075,0.0,0.056987
2.4724,2,1,0.8903,0.674561,1.612495,0.447933,33.6942,0.064923
2.4724,2,2,0.8903,0.632233,1.767889,0.444891,66.8329,0.056912
2.4724,2,3,0.8903,0.698962,1.649409,0.441737,105.5471,0.060135
2.4724,2,4,0.8903,0.684315,1.761388,0.486156,133.7358,0.054656
2.4724,2,5,0.8903,0.689063,1.733464,0.429152,169.7295,0.063507
2.4724,2,6,0.8903,0.656337,1.688611,0.429136,205.79,0.063549
2.4724,2,7,0.8903,0.681963,1.745862,0.452323,235.9113,0.05613
2.4724,3,0,0.8903,0.74639,2.710998,0.211536,0.0,0.057079
2.4724,3,1,0.8903,0.787568,2.744344,0.212336,31.877,0.052453
2.4724,3,2,0.8903,0.728529,2.675109,0.232575,62.1723,0.056703
2.4724,3,3,0.8903,0.684091,2.463194,0.221985,93.4986,0.055625
2.4724,3,4,0.8903,0.772169,2.511977,0.221327,121.4335,0.054001
2.4724,3,5,0.8903,0.726371,2.443834,0.2207,152.1809,0.053451
2.4724,3,6,0.8903,0.846349,2.665075,0.209484,196.9632,0.059941
2.4724,3,7,0.8903,0.748354,2.455671,0.219666,220.2052,0.056423
2.4724,3,8,0.8903,0.678243,2.422156,0.212852,252.1579,0.047289
2.4724,3,9,0.8903,0.71524,2.56343,0.224787,286.0739,0.056417
2.4724,3,10,0.8903,0.765149,2.464256,0.212395,316.6235,0.056918
2.4724,3,11,0.8903,0.759804,2.628203,0.205831,337.146,0.050994
2.4724,3,12,0.8903,0.693511,2.625265,0.240528,388.231,0.053443
3.1284,1,0,0.3201,0.730382,1.238131,0.828651,0.0,0.092778
3.1284,1,1,0.3201,0.741971,1.525508,0.803439,27.875,0.088264
3.1284,1,2,0.3201,0.781338,1.3179,0.899863,56.5992,0.092993
3.1284,1,3,0.3201,0.729251,1.319113,0.798219,81.9402,0.091328
3.1284,1,4,0.3201,0.735243,1.446112,0.782626,111.5294,0.092173
3.1284,2,0,0.3201,0.830075,2.016653,0.610579,0.0,0.073854
3.1284,2,1,0.3201,0.848371,1.968066,0.564026,32.7397,0.07934
3.1284,2,2,0.3201,0.862417,1.942529,0.579571,67.6507,0.07937
3.1284,2,3,0.3201,0.808252,2.053571,0.509516,104.8334,0.088014
3.1284,2,4,0.3201,0.783658,1.931037,0.560387,136.0263,0.078108
3.1284,2,5,0.3201,0.809646,2.013044,0.512077,168.1691,0.072971
3.1284,2,6,0.3201,0.892786,1.828668,0.554877,205.5159,0.081098
3.1284,2,7,0.3201,0.878397,2.127862,0.50731,235.2936,0.079179
3.1284,3,0,0.3201,0.905278,2.737258,0.276104,0.0,0.07087
3.1284,3,1,0.3201,0.9666,2.751413,0.271423,31.9249,0.069698
3.1284,3,2,0.3201,0.945668,3.007685,0.265754,65.9066,0.069897
3.1284,3,3,0.3201,0.975107,2.230626,0.286256,91.8022,0.070618
3.1284,3,4,0.3201,0.955311,2.827416,0.294898,124.1532,0.073309
3.1284,3,5,0.3201,0.991643,2.825148,0.287091,162.1425,0.074407
3.1284,3,6,0.3201,0.898868,2.814758,0.28071,186.4684,0.079777
3.1284,3,7,0.3201,0.949965,2.773633,0.26747,214.5123,0.070942
3.1284,3,8,0.3201,0.888274,2.785671,0.292522,256.5144,0.074987
3.1284,3,9,0.3201,0.96086,2.682991,0.271595,280.6085,0.067145
3.1284,3,10,0.3201,0.945295,2.671689,0.277806,325.651,0.074923
3.1284,3,11,0.3201,1.005213,2.831402,0.275899,359.7697,0.066522
3.1284,3,12,0.3201,0.9481,2.570887,0.283546,395.4114,0.075281
1.4149,1,0,0.9088,0.332287,0.73124,0.634333,0.0,0.038473
1.4149,1,1,0.9088,0.317087,0.71875,0.645818,27.9084,0.033659
1.4149,1,2,0.9088,0.333115,0.7209,0.689526,53.9186,0.039127
1.4149,1,3,0.9088,0.347983,0.688402,0.666983,86.7554,0.039143
1.4149,1,4,0.9088,0.370884,0.69197,0.645942,107.8341,0.037757
1.4149,2,0,0.9088,0.37997,0.942797,0.451073,0.0,0.034083
1.4149,2,1,0.9088,0.39631,0.998605,0.415058,33.7619,0.031854
1.4149,2,2,0.9088,0.382509,1.006027,0.432788,69.25,0.035265
1.4149,2,3,0.9088,0.390318,1.043993,0.43395,102.0655,0.034883
1.4149,2,4,0.9088,0.355127,0.968481,0.378993,139.0118,0.03142
1.4149,2,5,0.9088,0.40153,1.03885,0.413574,172.4244,0.036414
1.4149,2,6,0.9088,0.418586,0.971304,0.425483,199.1992,0.031498
1.4149,2,7,0.9088,0.356843,1.090876,0.41515,240.497,0.037389
1.4149,3,0,0.9088,0.403661,1.549579,0.226776,0.0,0.028691
1.4149,3,1,0.9088,0.3902,1.521681,0.207483,32.4478,0.029907
1.4149,3,2,0.9088,0.433033,1.289299,0.22762,66.4691,0.03152
1.4149,3,3,0.9088,0.46967,1.435022,0.226885,97.5988,0.034812
1.4149,3,4,0.9088,0.413997,1.439552,0.215703,126.7154,0.029952
1.4149,3,5,0.9088,0.458576,1.267267,0.234193,156.3026,0.03083
1.4149,3,6,0.9088,0.461023,1.583936,0.24601,192.3649,0.029793
1.4149,3,7,0.9088,0.425713,1.471424,0.207265,221.4064,0.029521
1.4149,3,8,0.9088,0.434308,1.37863,0.199868,244.7123,0.030623
1.4149,3,9,0.9088,0.402249,1.456248,0.213359,288.2178,0.029719
1.4149,3,10,0.9088,0.408935,1.367687,0.223077,308.8875,0.030488
1.4149,3,11,0.9088,0.462525,1.438466,0.204179,339.7783,0.028864
1.4149,3,12,0.9088,0.384565,1.527287,0.233704,376.0444,0.032886
2.2069,1,0,0.075,0.468142,0.874647,0.892812,0.0,0.057079
2.2069,1,1,0.075,0.54711,0.80155,0.896849,27.5091,0.065615
2.2069,1,2,0.075,0.504761,0.868588,0.872953,54.7418,0.065505
2.2069,1,3,0.075,0.581641,0.91389,0.879766,81.6987,0.065917
2.2069,1,4,0.075,0.561658,0.907958,0.856728,112.5306,0.06581
2.2069,2,0,0.075,0.624078,1.190707,0.584935,0.0,0.055297
2.2069,2,1,0.075,0.57224,1.206951,0.644351,34.2463,0.058836
2.2069,2,2,0.075,0.598576,1.237039,0.610634,67.2049,0.064989
2.2069,2,3,0.075,0.547112,1.236907,0.568785,102.544,0.060729
2.2069,2,4,0.075,0.584227,1.346922,0.563358,143.8748,0.051303
2.2069,2,5,0.075,0.585337,1.376551,0.565315,174.5076,0.058894
2.2069,2,6,0.075,0.569188,1.224141,0.609223,206.0418,0.052015
2.2069,2,7,0.075,0.601637,1.255678,0.599718,237.6382,0.055535
2.2069,3,0,0.075,0.656219,1.6906,0.289293,0.0,0.049779
2.2069,3,1,0.075,0.637631,1.901346,0.322,30.2366,0.053412
2.2069,3,2,0.075,0.665289,1.815405,0.298247,62.7684,0.049168
2.2069,3,3,0.075,0.691526,1.791849,0.283203,93.2496,0.051659
2.2069,3,4,0.075,0.596757,1.680779,0.296296,127.6774,0.045596
2.2069,3,5,0.075,0.631708,1.728885,0.29917,164.5332,0.05269
2.2069,3,6,0.075,0.682414,1.809758,0.298684,192.0491,0.04815
2.2069,3,7,0.075,0.667766,1.765289,0.261863,221.4598,0.051051
2.2069,3,8,0.075,0.720545,1.746282,0.28867,237.2036,0.051345
2.2069,3,9,0.075,0.623012,1.7475,0.293122,298.6331,0.049157
2.2069,3,10,0.075,0.624407,1.77343,0.313558,312.4282,0.049462
2.2069,3,11,0.075,0.679854,1.877096,0.277657,336.4057,0.048823
2.2069,3,12,0.075,0.642875,1.788927,0.294481,389.19,0.048592
1.2534,1,0,0.9743,0.281822,0.638716,0.643327,0.0,0.032475
1.2534,1,1,0.9743,0.308493,0.696022,0.660151,28.6227,0.029018
1.2534,1,2,0.9743,0.293887,0.646302,0.645193,50.0592,0.034642
1.2534,1,3,0.9743,0.289642,0.730367,0.628188,83.422,0.033974
1.2534,1,4,0.9743,0.2864,0.648994,0.649148,105.9974,0.033038
1.2534,2,0,0.9743,0.358457,0.994066,0.433317,0.0,0.02718
1.2534,2,1,0.9743,0.336021,0.876651,0.418985,34.4008,0.031493
1.2534,2,2,0.9743,0.339364,0.885358,0.45401,71.2458,0.029549
1.2534,2,3,0.9743,0.356952,0.975512,0.418819,100.8136,0.030116
1.2534,2,4,0.9743,0.362741,0.844379,0.443416,137.4047,0.030751
1.2534,2,5,0.9743,0.337763,0.838756,0.426654,170.398,0.029346
1.2534,2,6,0.9743,0.340627,0.839297,0.427756,201.1673,0.031022
1.2534,2,7,0.9743,0.348536,0.867048,0.434974,244.408,0.029948
1.2534,3,0,0.9743,0.387415,1.295161,0.20801,0.0,0.027005
1.2534,3,1,0.9743,0.359234,1.300998,0.212034,32.3576,0.0266
1.2534,3,2,0.9743,0.371507,1.31607,0.232674,61.2415,0.029276
1.2534,3,3,0.9743,0.356925,1.376949,0.219041,93.5155,0.02732
1.2534,3,4,0.9743,0.392479,1.278998,0.200863,129.3125,0.028984
1.2534,3,5,0.9743,0.364869,1.233687,0.202383,157.9384,0.027303
1.2534,3,6,0.9743,0.365823,1.305169,0.213445,197.889,0.028316
1.2534,3,7,0.9743,0.374258,1.345989,0.209928,224.7305,0.028058
1.2534,3,8,0.9743,0.386459,1.285095,0.202154,260.5276,0.029358
1.2534,3,9,0.9743,0.391714,1.227915,0.2124,283.667,0.029016
1.2534,3,10,0.9743,0.372754,1.314949,0.223432,317.7374,0.029299
1.2534,3,11,0.9743,0.389888,1.294616,0.207269,358.604,0.029779
1.2534,3,12,0.9743,0.383168,1.192473,0.211914,378.6305,0.029762
2.0267,1,0,0.8447,0.521639,1.061165,0.678684,0.0,0.055467
2.0267,1,1,0.8447,0.467955,1.010611,0.689087,28.2337,0.052885
2.0267,1,2,0.8447,0.523635,1.018744,0.691496,55.8535,0.057188
2.0267,1,3,0.8447,0.483627,1.043337,0.694764,83.1368,0.052974
2.0267,1,4,0.8447,0.467434,1.073469,0.661114,111.3371,0.054952
2.0267,2,0,0.8447,0.551659,1.446265,0.42933,0.0,0.045842
2.0267,2,1,0.8447,0.531727,1.537924,0.435365,35.0563,0.052424
2.0267,2,2,0.8447,0.529871,1.369417,0.43877,68.6162,0.053283
2.0267,2,3,0.8447,0.556201,1.474301,0.44573,99.9864,0.047414
2.0267,2,4,0.8447,0.553489,1.576359,0.455122,137.9228,0.052888
2.0267,2,5,0.8447,0.55361,1.364006,0.435883,180.1299,0.051734
2.0267,2,6,0.8447,0.558114,1.389752,0.441892,199.2897,0.049704
2.0267,2,7,0.8447,0.551218,1.458877,0.450741,238.6832,0.04999
2.0267,3,0,0.8447,0.594828,1.818651,0.224942,0.0,0.041766
2.0267,3,1,0.8447,0.596376,1.902329,0.210877,31.7118,0.044392
2.0267,3,2,0.8447,0.570237,1.84362,0.226948,65.3528,0.046722
2.0267,3,3,0.8447,0.603643,2.059837,0.217766,95.6327,0.045186
2.0267,3,4,0.8447,0.56527,2.14387,0.215755,122.3225,0.044638
2.0267,3,5,0.8447,0.553459,1.977702,0.228765,155.4377,0.040336
2.0267,3,6,0.8447,0.581858,2.16304,0.219295,187.4373,0.044721
2.0267,3,7,0.8447,0.559929,2.026982,0.224768,226.6842,0.043922
2.0267,3,8,0.8447,0.609527,1.817527,0.226169,252.3716,0.04247
2.0267,3,9,0.8447,0.582903,2.020444,0.231917,274.4017,0.046032
2.0267,3,10,0.8447,0.630421,2.028738,0.223358,308.954,0.043084
2.0267,3,11,0.8447,0.645899,1.762662,0.205667,341.277,0.050997
2.0267,3,12,0.8447,0.591237,1.955396,0.220525,388.5893,0.047345
1.8663,1,0,0.68,0.440693,0.916815,0.70565,0.0,0.053268
1.8663,1,1,0.68,0.454531,0.955054,0.703915,27.1335,0.051232
1.8663,1,2,0.68,0.459096,0.875659,0.757786,54.2796,0.050549
1.8663,1,3,0.68,0.426117,0.911995,0.725847,82.8329,0.052458
1.8663,1,4,0.68,0.446809,0.882329,0.718076,114.0104,0.045751
1.8663,2,0,0.68,0.488422,1.273009,0.435157,0.0,0.044364
1.8663,2,1,0.68,0.469629,1.393945,0.465459,33.9773,0.046148
1.8663,2,2,0.68,0.500767,1.199899,0.449726,70.2224,0.045339
1.8663,2,3,0.68,0.537167,1.309288,0.437826,106.5663,0.047681
1.8663,2,4,0.68,0.529366,1.254133,0.494217,134.5013,0.042358
1.8663,2,5,0.68,0.53362,1.233991,0.473204,169.3803,0.048795
1.8663,2,6,0.68,0.521127,1.188207,0.468444,207.4328,0.046453
1.8663,2,7,0.68,0.51858,1.179764,0.469209,242.2121,0.046694
1.8663,3,0,0.68,0.583031,1.940962,0.25336,0.0,0.040533
1.8663,3,1,0.68,0.590624,1.97199,0.241578,32.4542,0.039667
